date,state,total_vaccinations,total_distributed,people_vaccinated,total_vaccinations_per_hundred,people_vaccinated_per_hundred,distributed_per_hundred,inpatient_beds_used_covid,total_adult_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_80+,deaths_covid
2021-01-16,Tennessee,,,,,,,2819,2715,29,5,12,19,31,49,53,37,54
2021-01-16,New Mexico,,,,,,,728,635,5,1,6,11,20,28,29,12,6
2021-01-16,Illinois,,,,,,,3470,2935,15,16,17,25,48,76,75,74,56
2021-01-16,Maine,,,,,,,238,200,2,1,1,1,3,3,3,7,5
2021-01-16,Maryland,,,,,,,2161,1742,8,8,12,23,38,60,45,44,27
2021-01-16,Massachusetts,,,,,,,2048,1853,16,8,12,22,36,53,80,64,33
2021-01-16,Oklahoma,,,,,,,1889,1785,69,8,16,26,48,84,58,52,30
2021-01-16,Ohio,,,,,,,4252,3861,28,11,22,34,69,113,140,143,75
2021-01-16,Michigan,,,,,,,2115,1919,20,10,16,17,36,55,50,47,33
2021-01-16,Minnesota,,,,,,,714,612,5,5,5,8,12,27,14,15,7
2021-01-16,Mississippi,,,,,,,1286,1106,9,3,3,7,19,29,39,28,36
2021-01-16,Utah,,,,,,,592,529,0,8,10,7,13,14,17,10,4
2021-01-16,Louisiana,,,,,,,1739,1919,13,5,6,10,32,48,56,44,27
2021-01-16,Missouri,,,,,,,2480,2063,40,7,13,22,32,44,63,51,38
2021-01-16,North Dakota,,,,,,,171,125,3,2,2,0,1,2,4,3,0
2021-01-16,Montana,,,,,,,182,173,2,2,1,0,4,8,12,11,5
2021-01-16,Nebraska,,,,,,,451,428,17,1,0,4,4,5,5,13,2
2021-01-16,North Carolina,,,,,,,3853,3621,32,17,15,32,59,101,106,114,77
2021-01-16,Nevada,,,,,,,1728,1618,11,5,9,16,28,40,46,27,27
2021-01-16,New Hampshire,,,,,,,261,229,1,1,0,4,3,4,6,8,2
2021-01-16,New York State,,,,,,,9924,9100,60,29,54,73,132,198,241,267,147
2021-01-16,New Jersey,,,,,,,3664,3332,10,6,21,37,70,82,87,92,65
2021-01-16,Vermont,,,,,,,47,50,0,1,0,0,1,1,3,5,0
2021-01-16,Virgin Islands,,,,,,,1,1,0,0,0,0,0,0,0,0,0
2021-01-16,Oregon,,,,,,,475,394,5,2,3,4,8,12,4,14,3
2021-01-16,Virginia,,,,,,,3078,2695,19,12,16,20,43,57,58,58,41
2021-01-16,Texas,,,,,,,14574,13823,132,75,129,164,281,338,483,301,234
2021-01-16,Indiana,,,,,,,2388,2047,10,6,14,21,31,64,80,54,36
2021-01-16,Washington,,,,,,,962,865,9,1,5,9,10,21,6,18,10
2021-01-16,Pennsylvania,,,,,,,5435,4860,34,16,18,28,54,124,149,139,92
2021-01-16,Kansas,,,,,,,877,797,2,7,5,12,11,21,25,47,39
2021-01-16,Kentucky,,,,,,,1725,1583,5,7,11,20,45,70,82,56,23
2021-01-16,Iowa,,,,,,,520,478,3,2,3,4,7,13,16,14,7
2021-01-17,Hawaii,,,,,,,138,112,3,0,0,2,1,0,4,2,2
2021-01-17,North Dakota,,,,,,,157,110,2,1,0,2,2,2,7,2,1
2021-01-17,Iowa,,,,,,,519,486,4,6,4,4,9,9,10,11,11
2021-01-17,Montana,,,,,,,181,170,2,2,3,2,3,11,5,5,3
2021-01-17,Puerto Rico,,,,,,,387,290,7,0,1,2,3,3,3,2,4
2021-01-17,North Carolina,,,,,,,3882,3568,98,7,14,38,44,79,94,80,65
2021-01-17,Wyoming,,,,,,,95,87,0,0,0,1,3,4,0,0,0
2021-01-17,Arkansas,,,,,,,1233,1118,11,7,5,9,20,20,39,27,14
2021-01-17,Nebraska,,,,,,,457,428,15,1,3,0,2,6,8,12,5
2021-01-17,Florida,,,,,,,8063,7597,32,29,44,69,136,179,211,237,106
2021-01-17,Virgin Islands,,,,,,,1,1,0,0,0,0,0,0,0,0,0
2021-01-17,Nevada,,,,,,,1725,1617,17,7,6,11,19,32,31,23,21
2021-01-17,Arizona,,,,,,,4902,4432,25,15,33,39,80,108,116,101,75
2021-01-17,New Hampshire,,,,,,,254,224,1,1,0,1,2,4,9,10,5
2021-01-17,Idaho,,,,,,,286,277,4,1,1,2,1,2,6,6,3
2021-01-17,New York State,,,,,,,9882,9104,54,36,62,58,137,173,231,201,130
2021-01-17,Indiana,,,,,,,2421,2038,13,10,8,25,30,53,80,47,37
2021-01-17,West Virginia,,,,,,,751,707,1,0,5,4,11,13,15,11,8
2021-01-17,Alaska,,,,,,,57,46,6,0,2,0,1,1,1,0,1
2021-01-17,New Jersey,,,,,,,3694,3341,20,9,17,36,68,64,92,77,53
2021-01-17,Vermont,,,,,,,45,48,0,0,1,0,0,1,1,2,0
2021-01-17,Texas,,,,,,,14576,13937,126,56,119,146,239,333,328,226,232
2021-01-17,South Dakota,,,,,,,203,181,1,2,0,2,3,1,3,0,1
2021-01-17,California,,,,,,,20997,20257,155,72,116,169,316,399,410,315,567
2021-01-17,Oregon,,,,,,,462,381,5,1,3,3,3,4,3,9,5
2021-01-17,Rhode Island,,,,,,,419,374,4,1,3,2,2,6,2,4,5
2021-01-17,Louisiana,,,,,,,1690,1869,13,6,8,10,25,59,47,26,26
2021-01-17,Maine,,,,,,,227,199,2,1,0,1,1,4,4,6,4
2021-01-17,Oklahoma,,,,,,,1846,1783,67,7,17,17,37,68,63,46,24
2021-01-17,Maryland,,,,,,,2205,1778,7,13,16,19,29,47,45,41,26
2021-01-17,Wisconsin,,,,,,,993,950,0,2,5,5,19,24,30,27,18
2021-01-17,Washington,,,,,,,965,892,8,7,5,6,10,9,17,17,6
2021-01-17,Delaware,,,,,,,473,446,6,2,1,1,7,7,13,11,6
2021-01-17,Kentucky,,,,,,,1697,1557,3,5,10,14,33,74,75,42,28
2021-01-17,Massachusetts,,,,,,,2098,1898,17,2,15,19,31,52,63,57,29
2021-01-17,Virginia,,,,,,,3108,2651,18,10,11,19,40,54,67,55,38
2021-01-17,South Carolina,,,,,,,2238,2126,8,5,8,11,21,55,73,40,49
2021-01-17,Connecticut,,,,,,,1289,1149,3,2,12,12,24,29,24,30,15
2021-01-17,Illinois,,,,,,,3424,2895,19,6,19,31,46,67,74,61,43
2021-01-17,Ohio,,,,,,,4187,3802,37,20,12,44,51,93,134,124,61
2021-01-17,Georgia,,,,,,,6209,5871,36,15,24,55,84,105,118,106,97
2021-01-17,New Mexico,,,,,,,734,638,4,1,8,9,24,25,40,13,13
2021-01-17,Colorado,,,,,,,932,818,18,4,5,10,23,24,25,15,4
2021-01-17,Minnesota,,,,,,,706,594,6,5,3,3,9,4,11,15,8
2021-01-17,Kansas,,,,,,,887,800,2,0,4,11,7,26,22,44,25
2021-01-17,Mississippi,,,,,,,1270,1095,8,2,2,13,11,31,33,18,19
2021-01-17,Utah,,,,,,,618,542,0,9,12,3,9,20,18,8,4
2021-01-17,Pennsylvania,,,,,,,5347,4836,37,15,19,18,54,111,131,110,102
2021-01-17,Missouri,,,,,,,2428,2039,35,6,10,19,23,29,42,50,35
2021-01-17,Michigan,,,,,,,2066,1870,21,10,9,7,21,33,40,30,29
2021-01-17,Tennessee,,,,,,,2657,2560,30,11,13,12,31,39,49,41,53
2021-01-17,Alabama,,,,,,,3117,2892,21,8,12,28,44,78,62,67,36
2021-01-18,Indiana,,,,,,,2303,1980,14,10,11,21,21,50,60,37,35
2021-01-18,Michigan,,,,,,,2138,1902,22,7,15,14,25,52,40,50,39
2021-01-18,Texas,,,,,,,14571,13965,117,59,107,133,251,314,323,256,219
2021-01-18,Minnesota,,,,,,,702,583,9,3,3,2,5,15,17,14,7
2021-01-18,Georgia,,,,,,,6177,5846,44,17,27,43,86,100,101,99,96
2021-01-18,Mississippi,,,,,,,1272,1091,8,3,2,5,12,26,30,21,27
2021-01-18,Pennsylvania,,,,,,,5160,4705,29,19,18,33,49,93,109,115,101
2021-01-18,Missouri,,,,,,,2367,1986,30,11,6,10,20,28,36,48,41
2021-01-18,Alaska,,,,,,,55,50,1,0,0,1,0,3,0,0,1
2021-01-18,Florida,,,,,,,8037,7598,41,32,45,66,136,152,237,227,107
2021-01-18,Wisconsin,,,,,,,1014,975,3,4,5,8,19,20,36,35,21
2021-01-18,Arkansas,,,,,,,1209,1124,8,5,10,17,18,32,44,31,25
2021-01-18,Virgin Islands,,,,,,,1,1,0,0,0,0,0,0,0,0,0
2021-01-18,Montana,,,,,,,173,163,1,0,2,1,3,8,4,9,1
2021-01-18,Virginia,,,,,,,2990,2649,15,11,11,14,45,49,67,55,54
2021-01-18,Arizona,,,,,,,4751,4354,21,22,29,49,95,99,121,96,103
2021-01-18,Puerto Rico,,,,,,,380,291,6,16,13,30,46,32,41,44,56
2021-01-18,Massachusetts,,,,,,,2072,1847,20,7,11,18,25,50,46,46,28
2021-01-18,Hawaii,,,,,,,135,112,4,0,0,0,2,3,2,0,0
2021-01-18,Rhode Island,,,,,,,421,376,4,0,2,3,4,4,3,7,4
2021-01-18,Maryland,,,,,,,2167,1761,10,10,13,22,33,43,47,35,34
2021-01-18,Maine,,,,,,,225,191,2,0,0,1,2,1,4,1,4
2021-01-18,Idaho,,,,,,,286,277,3,0,3,2,5,6,9,4,3
2021-01-18,South Carolina,,,,,,,2171,2081,6,4,9,9,25,58,69,58,50
2021-01-18,Louisiana,,,,,,,1707,1869,10,3,4,13,28,43,45,30,29
2021-01-18,Iowa,,,,,,,533,488,2,5,1,4,10,5,12,17,8
2021-01-18,Washington,,,,,,,972,879,10,8,8,9,10,18,18,23,14
2021-01-18,South Dakota,,,,,,,198,178,1,1,1,0,0,3,5,3,3
2021-01-18,Kentucky,,,,,,,1680,1551,5,5,8,19,31,70,88,54,32
2021-01-18,West Virginia,,,,,,,692,680,0,6,3,6,8,13,19,16,8
2021-01-18,Illinois,,,,,,,3379,2869,21,12,9,26,41,55,67,71,51
2021-01-18,Nebraska,,,,,,,455,414,14,1,2,3,9,6,10,10,2
2021-01-18,Nevada,,,,,,,1721,1606,16,5,6,9,27,39,29,22,32
2021-01-18,Kansas,,,,,,,854,779,1,4,3,6,4,10,25,35,12
2021-01-18,North Dakota,,,,,,,160,111,2,0,0,0,2,4,3,5,4
2021-01-18,Ohio,,,,,,,4226,3842,36,14,19,33,77,103,110,115,68
2021-01-18,New Jersey,,,,,,,3628,3367,11,9,22,29,57,80,70,64,45
2021-01-18,Colorado,,,,,,,903,800,14,4,4,11,20,21,21,15,6
2021-01-18,Connecticut,,,,,,,1271,1144,4,4,5,11,20,29,26,31,12
2021-01-18,North Carolina,,,,,,,3771,3570,24,11,14,20,40,59,67,74,51
2021-01-18,Vermont,,,,,,,45,45,0,0,0,0,0,0,2,2,0
2021-01-18,Wyoming,,,,,,,108,88,0,0,0,2,3,4,1,2,0
2021-01-18,Oklahoma,,,,,,,1941,1834,68,8,11,27,51,74,67,59,29
2021-01-18,Utah,,,,,,,621,537,0,5,7,4,8,12,14,14,4
2021-01-18,Oregon,,,,,,,418,348,5,2,3,2,3,4,10,7,6
2021-01-18,Alabama,,,,,,,2948,2821,16,5,15,33,49,84,74,79,52
2021-01-18,New Hampshire,,,,,,,271,233,0,1,0,3,3,6,8,4,0
2021-01-18,California,,,,,,,20821,20075,152,76,130,164,321,385,352,359,456
2021-01-18,Delaware,,,,,,,470,452,3,2,2,5,9,8,13,10,7
2021-01-18,Tennessee,,,,,,,2741,2657,31,5,9,10,31,39,46,39,54
2021-01-18,New Mexico,,,,,,,741,653,4,4,7,9,24,25,32,18,8
2021-01-18,New York State,,,,,,,10223,9378,61,27,35,57,141,185,181,216,124
2021-01-19,Maryland,247597.0,565125.0,225456.0,4.1,3.73,9.35,2169,1722,12,7,13,19,32,56,45,47,29
2021-01-19,New York State,1000319.0,1884325.0,884908.0,5.14,4.55,9.69,10249,9501,61,27,55,85,146,195,271,253,154
2021-01-19,Maine,73978.0,136875.0,62716.0,5.5,4.67,10.18,220,197,2,2,0,2,0,5,5,6,3
2021-01-19,Rhode Island,54081.0,108425.0,44164.0,5.11,4.17,10.23,422,382,2,3,4,1,2,4,8,6,8
2021-01-19,Delaware,42557.0,91250.0,35679.0,4.37,3.66,9.37,474,456,3,4,2,4,4,12,19,17,6
2021-01-19,Louisiana,255591.0,370175.0,221109.0,5.5,4.76,7.96,1653,1820,10,2,7,26,42,61,50,41,44
2021-01-19,Idaho,63975.0,160075.0,53609.0,3.58,3.0,8.96,273,267,2,2,0,2,6,4,7,6,4
2021-01-19,Colorado,330292.0,531775.0,278639.0,5.74,4.84,9.23,878,768,13,5,5,11,16,22,22,19,12
2021-01-19,South Carolina,187175.0,350550.0,155548.0,3.64,3.02,6.81,2182,2092,5,6,14,17,32,49,75,59,40
2021-01-19,Hawaii,63954.0,154150.0,52635.0,4.52,3.72,10.89,128,102,1,0,1,0,3,2,0,1,4
2021-01-19,North Carolina,400779.0,999650.0,346533.0,3.82,3.3,9.53,3695,3456,19,9,24,28,55,83,110,81,80
2021-01-19,Washington,321200.0,696175.0,265507.0,4.22,3.49,9.14,945,855,9,5,1,9,13,11,19,12,10
2021-01-19,South Dakota,61113.0,93675.0,51288.0,6.91,5.8,10.59,191,171,1,2,1,0,2,2,3,6,3
2021-01-19,Kentucky,216039.0,337450.0,201688.0,4.84,4.51,7.55,1718,1605,2,10,9,22,42,80,85,45,31
2021-01-19,West Virginia,152657.0,205475.0,128923.0,8.52,7.19,11.47,704,697,1,1,2,2,12,12,19,17,8
2021-01-19,Illinois,525261.0,1011225.0,414362.0,4.15,3.27,7.98,3347,2813,22,12,22,21,44,86,89,73,60
2021-01-19,North Dakota,56608.0,68675.0,47616.0,7.43,6.25,9.01,149,105,2,2,2,1,2,3,3,2,2
2021-01-19,Utah,163205.0,268175.0,144056.0,5.09,4.49,8.36,593,524,0,9,6,8,10,10,18,5,3
2021-01-19,New Mexico,138150.0,204750.0,112450.0,6.59,5.36,9.76,698,618,4,5,3,7,11,16,23,20,14
2021-01-19,Arizona,266276.0,571725.0,235331.0,3.66,3.23,7.85,4682,4213,24,14,39,52,88,109,134,119,108
2021-01-19,Massachusetts,318877.0,669325.0,277612.0,4.63,4.03,9.71,2027,1828,19,3,8,10,31,57,62,71,33
2021-01-19,Nevada,102840.0,211750.0,85391.0,3.34,2.77,6.87,1714,1590,8,3,11,21,20,22,33,20,37
2021-01-19,Oregon,216928.0,335075.0,192550.0,5.14,4.57,7.94,429,345,5,2,2,2,5,6,8,3,6
2021-01-19,Nebraska,103689.0,211500.0,89054.0,5.36,4.6,10.93,482,436,14,1,3,2,5,14,17,12,4
2021-01-19,Montana,55893.0,98500.0,47209.0,5.23,4.42,9.22,164,153,1,1,5,2,3,8,8,7,3
2021-01-19,New Hampshire,71556.0,127225.0,64402.0,5.26,4.74,9.36,278,243,0,1,0,0,7,6,11,7,2
2021-01-19,Virgin Islands,2135.0,11825.0,1970.0,2.04,1.88,11.3,1,1,0,0,0,0,0,0,0,0,0
2021-01-19,Arkansas,142337.0,297800.0,118763.0,4.72,3.94,9.87,1207,1113,7,4,8,12,19,31,40,29,24
2021-01-19,Wisconsin,213498.0,437900.0,188144.0,3.67,3.23,7.52,1020,952,2,1,7,14,22,28,37,35,16
2021-01-19,Oklahoma,242093.0,424000.0,209687.0,6.12,5.3,10.72,1915,1833,71,13,14,27,47,74,80,61,43
2021-01-19,Connecticut,229524.0,328775.0,201664.0,6.44,5.66,9.22,1277,1134,8,5,4,13,22,33,37,36,31
2021-01-19,Kansas,118434.0,263175.0,101824.0,4.07,3.5,9.03,834,753,3,1,3,15,17,20,24,34,19
2021-01-19,Missouri,236254.0,528800.0,189793.0,3.85,3.09,8.62,2328,1954,36,7,13,11,27,42,55,54,37
2021-01-19,New Jersey,400148.0,658800.0,354653.0,4.51,3.99,7.42,3667,3373,10,13,20,28,61,77,92,110,46
2021-01-19,Pennsylvania,544416.0,1075350.0,464339.0,4.25,3.63,8.4,5122,4629,31,10,18,16,67,100,126,111,106
2021-01-19,Wyoming,28057.0,58775.0,24788.0,4.85,4.28,10.16,104,88,0,0,0,0,2,4,4,5,0
2021-01-19,Georgia,312336.0,1011200.0,278151.0,2.94,2.62,9.52,6140,5800,43,18,31,60,101,118,145,107,94
2021-01-19,Minnesota,251535.0,519600.0,209118.0,4.46,3.71,9.21,679,574,8,7,4,6,7,15,16,11,7
2021-01-19,Ohio,472084.0,968250.0,444812.0,4.04,3.81,8.28,4137,3734,35,20,15,34,92,106,119,97,66
2021-01-19,Texas,1403989.0,2105600.0,1222952.0,4.84,4.22,7.26,14692,13961,126,52,127,171,254,325,384,291,229
2021-01-19,Michigan,483592.0,773750.0,417228.0,4.84,4.18,7.75,2047,1853,24,7,19,16,31,46,60,41,21
2021-01-19,Vermont,40581.0,74000.0,34427.0,6.5,5.52,11.86,43,41,0,0,0,0,0,1,5,3,0
2021-01-19,Virginia,326894.0,852725.0,290146.0,3.83,3.4,9.99,2979,2611,15,13,19,14,37,56,82,68,49
2021-01-19,Puerto Rico,129530.0,311325.0,107661.0,4.06,3.37,9.75,385,308,6,17,14,33,45,31,41,45,61
2021-01-19,California,1460430.0,3548575.0,1195969.0,3.7,3.03,8.98,20757,20016,159,96,146,157,304,434,382,429,449
2021-01-19,Florida,1174685.0,2069175.0,1068787.0,5.47,4.98,9.63,8007,7526,41,30,55,81,143,197,256,251,126
2021-01-19,Mississippi,113572.0,233550.0,103946.0,3.82,3.49,7.85,1235,1051,11,1,3,5,17,31,33,24,30
2021-01-19,Alaska,66331.0,150450.0,55434.0,9.07,7.58,20.57,48,46,1,1,0,0,1,1,1,0,2
2021-01-19,Alabama,130795.0,444650.0,114319.0,2.67,2.33,9.07,2857,2751,11,21,17,18,62,79,93,62,55
2021-01-19,Indiana,334686.0,642425.0,283779.0,4.97,4.22,9.54,2290,1945,8,12,16,21,31,40,70,42,25
2021-01-19,Iowa,144955.0,269000.0,130042.0,4.59,4.12,8.53,504,468,5,2,5,6,13,20,18,18,8
2021-01-19,Tennessee,351813.0,657550.0,302260.0,5.15,4.43,9.63,2784,2655,35,8,8,16,40,41,44,37,55
2021-01-20,Missouri,244476.0,572125.0,193867.0,3.98,3.16,9.32,2264,1912,33,8,6,23,15,34,47,58,39
2021-01-20,Puerto Rico,136630.0,312450.0,112524.0,4.28,3.52,9.78,357,279,6,16,13,32,45,31,41,42,57
2021-01-20,Nevada,107133.0,276775.0,89110.0,3.48,2.89,8.99,1648,1537,7,2,8,7,17,26,44,17,36
2021-01-20,South Carolina,192608.0,437675.0,160518.0,3.74,3.12,8.5,2242,2107,7,6,9,16,35,52,72,60,46
2021-01-20,New Mexico,143302.0,225850.0,116128.0,6.83,5.54,10.77,722,658,5,1,6,11,17,18,18,14,13
2021-01-20,Tennessee,358534.0,672825.0,305780.0,5.25,4.48,9.85,2639,2496,39,8,9,13,26,35,42,41,66
2021-01-20,Idaho,69267.0,166850.0,58328.0,3.88,3.26,9.34,252,244,2,1,1,2,0,5,5,5,1
2021-01-20,New York State,1046490.0,2057875.0,926339.0,5.38,4.76,10.58,10043,9300,57,45,38,65,131,181,218,243,149
2021-01-20,Oklahoma,251684.0,455275.0,217690.0,6.36,5.5,11.51,1615,1539,69,10,11,24,47,60,71,53,43
2021-01-20,Maine,76167.0,155800.0,64260.0,5.67,4.78,11.59,240,200,2,1,0,1,0,3,1,2,0
2021-01-20,Alaska,68293.0,150350.0,56911.0,9.34,7.78,20.55,56,45,8,0,0,0,1,1,0,1,0
2021-01-20,North Carolina,427480.0,1118250.0,368818.0,4.08,3.52,10.66,3701,3469,22,12,27,32,51,84,95,88,72
2021-01-20,Louisiana,264400.0,485625.0,228831.0,5.69,4.92,10.45,1631,1764,8,1,11,16,40,50,44,44,30
2021-01-20,Illinois,539926.0,1094000.0,425824.0,4.26,3.36,8.63,3398,2799,17,14,14,36,45,70,72,83,41
2021-01-20,California,1532329.0,4169450.0,1255311.0,3.88,3.18,10.55,20469,19633,170,94,144,192,305,423,373,384,450
2021-01-20,Wisconsin,222492.0,538325.0,193461.0,3.82,3.32,9.25,992,931,2,4,7,5,16,24,30,30,18
2021-01-20,Virgin Islands,2418.0,12325.0,2178.0,2.31,2.08,11.77,1,1,0,0,0,0,0,0,0,0,0
2021-01-20,Colorado,340438.0,631400.0,287174.0,5.91,4.99,10.96,864,754,13,8,11,10,24,24,24,30,7
2021-01-20,Iowa,149850.0,291075.0,133528.0,4.75,4.23,9.23,540,464,2,1,7,4,8,19,15,22,5
2021-01-20,Kentucky,223946.0,444325.0,208664.0,5.01,4.67,9.95,1727,1610,4,7,15,21,35,88,82,42,33
2021-01-20,New Hampshire,75418.0,145400.0,67366.0,5.55,4.95,10.69,295,237,4,0,1,0,6,6,7,10,1
2021-01-20,Washington,346765.0,805000.0,286500.0,4.55,3.76,10.57,885,790,12,4,7,4,12,11,14,15,7
2021-01-20,Nebraska,106283.0,237500.0,91040.0,5.49,4.71,12.28,464,432,10,0,5,3,4,11,11,13,5
2021-01-20,South Dakota,62518.0,95825.0,52548.0,7.07,5.94,10.83,189,173,0,0,1,1,0,2,4,2,3
2021-01-20,Minnesota,252548.0,595775.0,209862.0,4.48,3.72,10.56,663,564,8,3,7,6,8,19,17,16,5
2021-01-20,Florida,1239975.0,2545050.0,1125338.0,5.77,5.24,11.85,7932,7402,50,24,62,85,115,186,244,240,122
2021-01-20,West Virginia,158621.0,231800.0,132929.0,8.85,7.42,12.93,731,682,3,1,5,3,14,13,20,16,8
2021-01-20,Utah,181792.0,319700.0,159814.0,5.67,4.98,9.97,602,518,0,7,10,6,11,15,19,10,3
2021-01-20,Virginia,343366.0,962900.0,304160.0,4.02,3.56,11.28,2952,2573,11,5,12,16,36,67,63,78,46
2021-01-20,Michigan,508607.0,1031100.0,434402.0,5.09,4.35,10.32,2008,1828,22,12,14,13,30,46,45,44,36
2021-01-20,Pennsylvania,568660.0,1223250.0,482791.0,4.44,3.77,9.56,5100,4501,33,16,23,31,56,100,123,101,87
2021-01-20,Indiana,356385.0,741025.0,297720.0,5.29,4.42,11.01,2299,1883,20,8,10,14,33,47,54,45,32
2021-01-20,Connecticut,243140.0,430375.0,213145.0,6.82,5.98,12.07,1272,1099,7,6,5,5,15,27,30,38,30
2021-01-20,Kansas,122705.0,265600.0,105679.0,4.21,3.63,9.12,813,731,3,4,6,7,18,23,18,33,15
2021-01-20,Wyoming,29309.0,62575.0,25841.0,5.06,4.46,10.81,91,84,0,1,0,2,1,2,2,2,0
2021-01-20,Vermont,40814.0,75950.0,34607.0,6.54,5.55,12.17,45,44,0,1,0,0,0,3,6,3,1
2021-01-20,Delaware,45640.0,100375.0,38610.0,4.69,3.97,10.31,476,454,4,6,4,6,7,9,12,12,5
2021-01-20,Rhode Island,56617.0,122575.0,45904.0,5.34,4.33,11.57,423,377,7,1,1,2,6,8,4,9,10
2021-01-20,Arkansas,173312.0,334825.0,144792.0,5.74,4.8,11.09,1236,1103,5,6,10,8,26,33,41,32,27
2021-01-20,Hawaii,71944.0,154150.0,58111.0,5.08,4.1,10.89,119,102,0,1,0,1,5,3,1,1,0
2021-01-20,Massachusetts,330490.0,737550.0,288209.0,4.79,4.18,10.7,2084,1851,13,5,9,21,42,50,51,62,27
2021-01-20,Oregon,216928.0,431450.0,192550.0,5.14,4.57,10.23,445,367,4,2,1,2,9,6,12,10,5
2021-01-20,Arizona,281887.0,752250.0,246960.0,3.87,3.39,10.33,4825,4286,28,15,30,64,82,109,150,109,81
2021-01-20,North Dakota,57657.0,78150.0,48350.0,7.57,6.34,10.26,150,103,2,1,2,0,0,2,4,4,0
2021-01-20,Mississippi,122586.0,307950.0,112525.0,4.12,3.78,10.35,1254,1063,8,1,4,11,22,31,31,26,18
2021-01-20,Ohio,487481.0,1119175.0,456424.0,4.17,3.9,9.57,4046,3651,37,13,19,33,82,101,107,97,58
2021-01-20,Georgia,397048.0,1077375.0,356010.0,3.74,3.35,10.15,6049,5684,44,18,49,39,105,146,139,101,77
2021-01-20,Montana,57220.0,111625.0,48086.0,5.35,4.5,10.44,154,141,1,3,1,2,2,6,7,8,1
2021-01-20,New Jersey,432220.0,898550.0,381159.0,4.87,4.29,10.12,3577,3261,15,11,14,34,48,67,76,87,50
2021-01-20,Texas,1471746.0,2551125.0,1282998.0,5.08,4.42,8.8,14396,13686,126,57,87,167,278,332,342,276,243
2021-01-20,Maryland,258146.0,628800.0,233443.0,4.27,3.86,10.4,2180,1720,11,12,18,21,34,44,53,38,21
2021-01-20,Alabama,139200.0,483275.0,121113.0,2.84,2.47,9.86,2917,2695,20,5,13,17,55,85,96,87,59
2021-01-21,Connecticut,264707.0,435075.0,230913.0,7.42,6.48,12.2,1218,1090,7,6,8,13,16,23,28,36,15
2021-01-21,Kentucky,235143.0,450175.0,217837.0,5.26,4.88,10.08,1669,1552,2,6,15,16,33,70,69,58,29
2021-01-21,Wisconsin,238758.0,577325.0,204746.0,4.1,3.52,9.92,962,900,3,5,16,5,19,34,21,38,16
2021-01-21,New Jersey,432220.0,923300.0,381159.0,4.87,4.29,10.39,3472,3175,13,13,26,30,63,74,81,98,59
2021-01-21,Minnesota,259417.0,652350.0,213102.0,4.6,3.78,11.57,653,545,11,6,8,10,12,10,16,11,11
2021-01-21,Iowa,158743.0,328600.0,139500.0,5.03,4.42,10.41,473,447,2,3,6,3,12,13,13,15,6
2021-01-21,Michigan,548844.0,1059275.0,463917.0,5.5,4.65,10.61,1903,1745,19,12,13,14,31,50,38,52,38
2021-01-21,South Dakota,65377.0,99300.0,54531.0,7.39,6.16,11.22,176,159,0,0,0,1,2,1,4,3,2
2021-01-21,Georgia,453862.0,1162275.0,407000.0,4.27,3.83,10.95,6084,5635,56,22,26,41,86,138,150,117,93
2021-01-21,Virgin Islands,2744.0,13325.0,2450.0,2.62,2.34,12.73,1,1,0,0,0,0,0,0,0,1,0
2021-01-21,Nebraska,111841.0,238000.0,94850.0,5.78,4.9,12.3,440,421,8,2,2,3,3,10,21,10,6
2021-01-21,Massachusetts,353117.0,776400.0,306646.0,5.12,4.45,11.26,2005,1801,13,5,10,16,36,61,50,52,44
2021-01-21,Mississippi,136691.0,334800.0,124931.0,4.59,4.2,11.25,1205,1012,6,4,5,8,10,28,33,14,24
2021-01-21,Arizona,303899.0,797550.0,262120.0,4.18,3.6,10.96,4655,4165,34,29,34,51,84,102,147,95,91
2021-01-21,Hawaii,79414.0,189675.0,63282.0,5.61,4.47,13.4,120,103,0,1,0,1,1,2,2,2,2
2021-01-21,Pennsylvania,605428.0,1344375.0,508391.0,4.73,3.97,10.5,4926,4366,30,15,18,28,52,91,102,103,109
2021-01-21,Ohio,487481.0,1122300.0,456424.0,4.17,3.9,9.6,3924,3511,46,11,22,34,61,95,109,111,66
2021-01-21,Utah,189578.0,337825.0,166334.0,5.91,5.19,10.54,552,468,1,6,3,9,10,16,12,3,2
2021-01-21,Alaska,71907.0,154325.0,59449.0,9.83,8.13,21.1,56,45,8,1,0,0,0,1,1,1,0
2021-01-21,Indiana,387137.0,816025.0,320266.0,5.75,4.76,12.12,2154,1825,18,6,15,16,27,54,67,54,38
2021-01-21,California,1633875.0,4379500.0,1335886.0,4.14,3.38,11.08,19887,19071,169,95,116,149,278,390,371,357,445
2021-01-21,Maine,80502.0,165175.0,67133.0,5.99,4.99,12.29,226,191,2,0,0,0,0,5,3,3,5
2021-01-21,Maryland,271905.0,685325.0,243450.0,4.5,4.03,11.34,2087,1664,12,9,16,20,34,41,40,45,24
